ID,Parameter_ID,Name,Description,Ordinal
OC5-4,OC5,Uncertain,,4
OC5-5,OC5,Very uncertain,,5
OC5-B,OC5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC6-1,OC6,Very certain,,1
OC6-2,OC6,Certain,,2
OC6-3,OC6,Somewhat certain,,3
OC6-4,OC6,Uncertain,,4
OC6-5,OC6,Very uncertain,,5
OC6-B,OC6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OD1-1,OD1,10-99 speakers,,
OD1-2,OD1,100-999 speakers,,
OD1-3,OD1,"1,000-9,999 speakers",,
OD1-4,OD1,"10,000-99,999 speakers",,
OD1-5,OD1,"100,000-999,999 speakers",,
OD1-6,OD1,"1,000,000-9,999,999 speakers",,
OD1-7,OD1,"10,000,000-99,999,999 speakers",,
OD1-8,OD1,"100,000,000-999,999,999 speakers",,
OD1-B,OD1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OD3-1,OD3,10-99 speakers,,
OD3-2,OD3,100-999 speakers,,
OD3-3,OD3,"1,000-9,999 speakers",,
OD3-4,OD3,"10,000-99,999 speakers",,
OD3-5,OD3,"100,000-999,999 speakers",,
OD3-6,OD3,"1,000,000-9,999,999 speakers",,
OD3-7,OD3,"10,000,000-99,999,999 speakers",,
OD3-8,OD3,"100,000,000-999,999,999 speakers",,
OD3-B,OD3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OD4-1,OD4,High proportion,,1
OD4-2,OD4,Fairly high proportion,,2
OD4-3,OD4,Intermediate proportion,,3
OD4-4,OD4,Fairly low proportion,,4
OD4-5,OD4,Low proportion,,5
OD4-B,OD4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OD5-1,OD5,High proportion,,1
OD5-2,OD5,Fairly high proportion,,2
OD5-3,OD5,Intermediate proportion,,3
OD5-4,OD5,Fairly low proportion,,4
OD5-5,OD5,Low proportion,,5
OD5-B,OD5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OG1-1,OG1,Less than 2 persons per 10 sq. km,,
OG1-2,OG1,2–4 persons per 10 sq. km,,
OG1-3,OG1,5–19 persons per 10 sq. km,,
OG1-4,OG1,20–99 persons per 10 sq. km,,
OG1-5,OG1,100–399 persons per 10 sq. km,,
OG1-B,OG1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OH1-yes,OH1,Yes,,
OH1-no,OH1,No,,
OH1-B,OH1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI1_OI1-1-yes,OI1_OI1-1,Yes,,
OI1_OI1-1-no,OI1_OI1-1,No,,
OI1_OI1-1-B,OI1_OI1-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI1_OI1-2-yes,OI1_OI1-2,Yes,,
OI1_OI1-2-no,OI1_OI1-2,No,,
OI1_OI1-2-B,OI1_OI1-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI1_OI1-3-yes,OI1_OI1-3,Yes,,
OI1_OI1-3-no,OI1_OI1-3,No,,
OI1_OI1-3-B,OI1_OI1-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI1_OI1-4-yes,OI1_OI1-4,Yes,,
OI1_OI1-4-no,OI1_OI1-4,No,,
OI1_OI1-4-B,OI1_OI1-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI1_OI1-5-yes,OI1_OI1-5,Yes,,
OI1_OI1-5-no,OI1_OI1-5,No,,
OI1_OI1-5-B,OI1_OI1-5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI3-yes,OI3,Yes,,
OI3-no,OI3,No,,
OI3-B,OI3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI6-1,OI6,Very positive,,1
OI6-2,OI6,Positive,,2
OI6-3,OI6,Neither positive nor negative,,3
OI6-4,OI6,Negative,,4
OI6-5,OI6,Very negative,,5
OI6-B,OI6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI7-1,OI7,Very positive,,1
OI7-2,OI7,Positive,,2
OI7-3,OI7,Neither positive nor negative,,3
OI7-4,OI7,Negative,,4
OI7-5,OI7,Very negative,,5
OI7-B,OI7,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI8-1,OI8,Very significant,,1
OI8-2,OI8,Significant,,2
OI8-3,OI8,Neither significant nor insignificant,,3
OI8-4,OI8,Insignificant,,4
OI8-5,OI8,Very insignificant,,5
OI8-B,OI8,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OI9-1,OI9,Very positive,,1
OI9-2,OI9,Positive,,2
OI9-3,OI9,Neither positive nor negative,,3
OI9-4,OI9,Negative,,4
OI9-5,OI9,Very negative,,5
OI9-B,OI9,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL1-1,OL1,High,,1
OL1-2,OL1,Fairly high,,2
OL1-3,OL1,Intermediate,,3
OL1-4,OL1,Fairly low,,4
OL1-5,OL1,Low,,5
OL1-B,OL1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-1-yes,OL2_OL2-1,Yes,,
OL2_OL2-1-no,OL2_OL2-1,No,,
OL2_OL2-1-B,OL2_OL2-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-2-yes,OL2_OL2-2,Yes,,
OL2_OL2-2-no,OL2_OL2-2,No,,
OL2_OL2-2-B,OL2_OL2-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-3-yes,OL2_OL2-3,Yes,,
OL2_OL2-3-no,OL2_OL2-3,No,,
OL2_OL2-3-B,OL2_OL2-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-4-yes,OL2_OL2-4,Yes,,
OL2_OL2-4-no,OL2_OL2-4,No,,
OL2_OL2-4-B,OL2_OL2-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-5-yes,OL2_OL2-5,Yes,,
OL2_OL2-5-no,OL2_OL2-5,No,,
OL2_OL2-5-B,OL2_OL2-5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-6-yes,OL2_OL2-6,Yes,,
OL2_OL2-6-no,OL2_OL2-6,No,,
OL2_OL2-6-B,OL2_OL2-6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL2_OL2-7-yes,OL2_OL2-7,Yes,,
OL2_OL2-7-no,OL2_OL2-7,No,,
OL2_OL2-7-B,OL2_OL2-7,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OL3-1,OL3,"Yes, in a non-standardised way",,
OL3-2,OL3,"Yes, in a standardised way",,
OL3-3,OL3,"No, the Focus Group language is not written",,
OL3-B,OL3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS1-1,OS1,Four levels,,1
OS1-2,OS1,Three levels,,2
OS1-3,OS1,Two levels,,3
OS1-4,OS1,One level,,4
OS1-5,OS1,No levels,,5
OS1-B,OS1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS2-1,OS2,Four levels,,1
OS2-2,OS2,Three levels,,2
OS2-3,OS2,Two levels,,3
OS2-4,OS2,One level,,4
OS2-5,OS2,No levels,,5
OS2-B,OS2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS4-1,OS4,Sedentary,,
OS4-2,OS4,Mobile,,
OS4-3,OS4,Mixed,,
OS4-B,OS4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS5-1,OS5,Sedentary,,
OS5-2,OS5,Mobile,,
OS5-3,OS5,Mixed,,
OS5-B,OS5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS6-1,OS6,Hunter-gatherer,,
OS6-2,OS6,Fishing,,
OS6-3,OS6,Animal husbandry,,
OS6-4,OS6,"Agricultural, casual",,
OS6-5,OS6,"Agricultural, shifting",,
OS6-6,OS6,"Agricultural, permanent",,
OS6-7,OS6,Highly Mixed,,
OS6-B,OS6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS7-1,OS7,Fewer than 50 persons,,
OS7-2,OS7,From 50 to 99 persons,,
OS7-3,OS7,From 100 to 199 persons,,
OS7-4,OS7,From 200 to 399 persons,,
OS7-5,OS7,"From 400 to 1,000 persons",,
OS7-6,OS7,"More than 1,000 persons in the absence of indigenous urban aggregations",,
OS7-7,OS7,"One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",,
OS7-B,OS7,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OS9-1,OS9,Very Frequently,,1
OS9-2,OS9,Frequently,,2
OS9-3,OS9,Neither frequently nor infrequently,,3
OS9-4,OS9,Infrequently,,4
OS9-5,OS9,Very infrequently,,5
OS9-B,OS9,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
