Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContctPair_Glottocode,AArea,Reviewer
1.0.0,set15,set43,D3,DLB03,DLB03-1,"11. Involvement in work. Does involvement in work differ based on hierarchies associated to profession or wealth, such as a person's class and caste?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-2,"11. Involvement in work. Does involvement in work differ based on whether a person belongs to some magico-religiously sanctioned group, such as religious denomination?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-3,"11. Involvement in work. Does involvement in work domain differ based on a person's descent group, such as clan, house, lineage group, kinship group?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-4,"11. Involvement in work. Does involvement in work domain differ based on a person’s group of land ownership, such as tribe, clan, territorial group?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-5,"11. Involvement in work. Does involvement in work differ based on a person’s race, ethnicity, or some other similar grouping?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-6,11. Involvement in work. Does involvement in work differ based on a person’s age or life stage?,NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-7,11. Involvement in work. Does involvement in work differ based on a person’s place identity and affiliation?,NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-8,11. Involvement in work. Does involvement in work differ based on a person’s sex or gender?,NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLB03,DLB03-9,11. Involvement in work. Does involvement in work differ based on any other communities of practice?,NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D10,DLB30,,12. Do [q2o1answer] people experience work differently depending on social group?,NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S1,DLB07,,13. How often do [q2o1answer] people work with [q2o2answer] people?,NA,NA,Bruno Olsson,DLB,2,Scalar,Very often,Often,Sometimes,Rarely,Very rarely,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S3,DLB09,,14. How many people are typically involved in interactions between [q2o1answer] people and [q2o2answer] people when working?,NA,NA,Bruno Olsson,DLB,2,Scalar,Interactions are practically always under 5 people,Interactions are often under 5 people,Interactions are sometimes under 5 people,Interactions are rarely under 5 people,Interactions are practically never under 5 people,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S4,DLB10,,15. How physically proximate to each other are people when working?,NA,NA,Bruno Olsson,DLB,2,Scalar,Very proximate to each other,Proximate to each other,Somewhat proximate to each other,Far from each other,Very far from each other,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S5,DLB11,,16. How would you rate the overall relationship between [q2o1answer] and [q2o2answer] people involved in work?,NA,NA,Bruno Olsson,DLB,2,Scalar,Friendly,Somewhat friendly,Neutral,Somewhat hostile,Hostile,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S6,DLB27,,"17. What is the proportion of total [q2o1answer] people who have opportunities for contact with [q2o2answer] people, in work?",NA,NA,Bruno Olsson,DLB,2,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S7,DLB28,,"18. What is the proportion of total [q2o2answer] people who have opportunities for contact with [q2o1answer] people, in work?",NA,NA,Bruno Olsson,DLB,2,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BA,DLB22,,19. What is the overall attitude that [q2o1answer] people have towards [q2o2answer] people in work?,NA,NA,Bruno Olsson,DLB,2,Scalar,Very positive,Positive,Neutral,Negative,Very negative,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BH,DLB23,,"20. How do [q2o1answer] people view themselves overall in relation to [q2o2answer] people, within the context of work?",NA,NA,Bruno Olsson,DLB,2,Scalar,[q2o1answer] see themselves as very superior to [q2o2answer],[q2o1answer] see themselves as superior to [q2o2answer],[q2o1answer] see themselves as neither superior nor inferior to [q2o2answer],[q2o1answer] see themselves as inferior to [q2o2answer],[q2o1answer] see themselves as very inferior to [q2o2answer],NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BI,DLB25,,21. What language do [q2o1answer] people expect to be used when working with [q2o2answer] people?,NA,NA,Bruno Olsson,DLB,2,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O1,DLB32,,22. What language do [q2o1answer] people typically speak when working with [q2o2answer] people?,NA,NA,Bruno Olsson,DLB,2,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O2,DLB13,,23. Do [q2o1answer] people typically simplify their language when working with [q2o2answer] people?,NA,NA,Bruno Olsson,DLB,2,Types,Yes,No,This is highly contextual,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O3,DLB14,,"24. Typically in work, how fluently do [q2o1answer] people speak the [q2o2answer] language?",NA,NA,Bruno Olsson,DLB,2,Scalar,Very fluently,Fluently,Somewhat fluently,A little fluently,Not fluently at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I1,DLB15,,25. What language do [q2o2answer] people typically speak when working with [q2o1answer] people?,NA,NA,Bruno Olsson,DLB,2,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I2,DLB16,,"26. Typically in work, how well do [q2o1answer] people understand the [q2o2answer] language?",NA,NA,Bruno Olsson,DLB,2,Scalar,Very well,Well,Somewhat,Poorly,Very poorly,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T1,DLB17,,27. How much do [q2o1answer] children participate in work?,NA,NA,Bruno Olsson,DLB,2,Scalar,They practically always participate,They participate a lot,They participate somewhat,They participate a little,They practically never participate,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLB21,DLB21-1,"28. Looking after children during work. Typically, do adults other than the parents look after children up to five year of age during work?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLB21,DLB21-2,"28. Looking after children during work. Typically, do parents look after children up to five year of age during work?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLB21,DLB21-3,"28. Looking after children during work. Typically, do children from sibling-kin groups look after children up to five year of age during work?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLB21,DLB21-4,"28. Looking after children during work. Typically, do children up to five year of age look after each other as part of the same peer group during work?",NA,NA,Bruno Olsson,DLB,2,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T11,DLB26,,"29. Typically, how much supervision do adults provide to children in work?",NA,NA,Bruno Olsson,DLB,2,Scalar,Constant supervision,A lot of supervision,Some supervision,Little supervision,No supervision at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T2,DLB18,,30. What language do [q2o2answer] adults typically speak to a [q2o1answer] children in work?,NA,NA,Bruno Olsson,DLB,2,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T4,DLB19,,"31. Typically, what language do [q2o1answer] children from four/five year of age prefer to speak with [q2o2answer] adults in work?",NA,NA,Bruno Olsson,DLB,2,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T5,DLB20,,"32. Typically, what language would a [q2o1answer] child speak to [q2o2answer] children in work?",NA,NA,Bruno Olsson,DLB,2,Types,[q2o1answer] children do not interact with [q2o2answer] children,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E1,DLB96,,"33. List any other groups that the [q2o1answer] people worked with in the past. List any other group in so far as you believe they had linguistic consequences for the [q2o1answer] language. Where possible, please also give an indication of when this interaction happened.",NA,NA,Bruno Olsson,DLB,2,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E4,DLB97,,"34. What type of data informed your answers to the questions in the domain of labour, overall?",NA,NA,Bruno Olsson,DLB,2,TypesMultiple,Impressions from my own fieldwork with the exact or related community,Reports from language consultants,Published or ongoing research project of my own on topics covered in this questionnaire,Published material by linguists,Published materials by other researchers in other fields,Other,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E5,DLB98,,35. How certain are you in your responses for the domain of labour?,NA,NA,Bruno Olsson,DLB,2,Scalar,Very certain,Certain,Somewhat certain,Uncertain,Very uncertain,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E6,DLB99,,36. List any comments or notes that you feel are relevant to this section of the questionnaire.,NA,NA,Bruno Olsson,DLB,2,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P1,DLC00,,1. Has the local community ever been a relevant domain of contact between [q2o1answer] and [q2o2answer]?,Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P2,DLC0a,,2. How long have [q2o1answer] and [q2o2answer] people been in contact in the local community?,since pre-colonial times - probably hundreds of years (same response as for trade etc),,Bruno Olsson,DLC,4,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P2N,DLC0aN,,"Coarse time range, numerical",1020-2020,NA,Bruno Olsson,DLC,4,Value,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P3,DLC0b,,3. What is the time frame when the largest number of people had the most opportunities for interaction in the local community?,Not clear how big the Marori community was at its peak. It dwindled in size during the first half of 20th century but has increased in recent decades,,Bruno Olsson,DLC,4,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P3N,DLC0bN,,"Coarse time range, numerical",1020-1900,NA,Bruno Olsson,DLC,4,Value,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P4,DLC01,,"4. What other languages, if any, are spoken in the local community?",Papuan Malay,,Bruno Olsson,DLC,4,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D1,DLC02,,5. Choose one of the following where [q2o1answer] people are most likely to speak in an unmonitored way.,Nuclear family,,Bruno Olsson,DLC,4,Types,Nuclear Family,Band,Neighbourhood or village,Town or city,Other,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D6,DLC28,,6. Where do [q2o1answer] and [q2o2answer] people typically meet up in the local community?,This is highly contextual,,Bruno Olsson,DLC,4,Types,At places which belong to the [q2o1answer],At places which belong to the [q2o2answer],At places which belong to some other group,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D11,DLC27,,7. How much influence can the [q2o1answer] exert over [q2o2answer] in the activities of the local community?,B,not sure,Bruno Olsson,DLC,4,Scalar,Influence is practically always exerted,Influence is very much exerted,Influence is somewhat exerted,Influence is exerted very little,Influence is practically never exerted,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-1,"8. Involvement in the Local Community. Does involvement in the local community differ based on hierarchies associated to profession or wealth, such as a person's class and caste?",No,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-2,"8. Involvement in the Local Community. Does involvement in the local community differ based on whether a person belongs to some magico-religiously sanctioned group, such as religious denomination?",No,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-3,"8. Involvement in the Local Community. Does involvement in the local community differ based on a person's descent group, such as clan, house, lineage group, kinship group?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-4,"8. Involvement in the Local Community. Does involvement in the local community differ based on a person’s group of land ownership, such as tribe, clan, territorial group?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-5,"8. Involvement in the Local Community. Does involvement in the local community differ based on a person’s race, ethnicity, or some other similar grouping?",No,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-6,8. Involvement in the Local Community. Does involvement in the local community differ based on a person’s age or life stage?,Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-7,8. Involvement in the Local Community. Does involvement in the local community differ based on a person’s place identity and affiliation?,Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-8,8. Involvement in the Local Community. Does involvement in the local community differ based on a person’s sex or gender?,No,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DLC25,DLC25-9,8. Involvement in the Local Community. Does involvement in the local community differ based on any other communities of practice?,No,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D10,DLC29,,9. Do [q2o1answer] people experience the local community differently depending on social group?,No,"Today, Marind people of both genders marry into the Marori community. Virilocal residence is considered a norm but a very flexible one, and this was probably the case in pre-colonial times too.",Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S1,DLC16,,10. How often do [q2o1answer] people interact with [q2o2answer] people in the local community?,Very often,Many Marind people live in the Marori village,Bruno Olsson,DLC,4,Scalar,Very often,Often,Sometimes,Rarely,Very rarely,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S3,DLC15,,11. How many people are typically involved in interactions between [q2o1answer] people and [q2o2answer] people in the local community?,Interactions are often under 5 people,,Bruno Olsson,DLC,4,Scalar,Interactions are practically always under 5 people,Interactions are often under 5 people,Interactions are sometimes under 5 people,Interactions are rarely under 5 people,Interactions are practically never under 5 people,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S4,DLC05,,12. How physically proximate to each other are people in the local community?,Very proximate to each other,Marind-Marori marriages are com-mon,Bruno Olsson,DLC,4,Scalar,Very proximate to each other,Proximate to each other,Somewhat proximate to each other,Far from each other,Very far from each other,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S5,DLC14,,13. How would you rate the overall relationship between [q2o1answer] and [q2o2answer] people in the local community?,Friendly,,Bruno Olsson,DLC,4,Scalar,Friendly,Somewhat friendly,Neutral,Somewhat hostile,Hostile,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S6,DLC32,,"14. What is the proportion of total [q2o1answer] people who have opportunities for contact with [q2o2answer] people, in the form of local communities?",Few people,Interaction is mainly with the nearest Marind villages,Bruno Olsson,DLC,4,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S7,DLC33,,"15. What is the proportion of total [q2o2answer] people who have opportunities for contact with [q2o1answer] people, in the form of local communities?",Almost everyone,,Bruno Olsson,DLC,4,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BA,DLC18,,16. What is the overall attitude that [q2o1answer] people have towards [q2o2answer] people in the local community?,Positive,"The Marori are considered a Marind ""sub-group"" so they're not a target of the resentment that Marind people express about other many neighbouring groups.",Bruno Olsson,DLC,4,Scalar,Very positive,Positive,Neutral,Negative,Very negative,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BH,DLC19,,"17. How do [q2o1answer] people view themselves overall in relation to [q2o2answer] people, in the context of the local community?",[q2o1answer] see themselves as superior to [q2o2answer],This is my guess.,Bruno Olsson,DLC,4,Scalar,[q2o1answer] see themselves as very superior to [q2o2answer],[q2o1answer] see themselves as superior to [q2o2answer],[q2o1answer] see themselves as neither superior nor inferior to [q2o2answer],[q2o1answer] see themselves as inferior to [q2o2answer],[q2o1answer] see themselves as very inferior to [q2o2answer],NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BI,DLC04,,18. What language do [q2o1answer] people expect to be used with [q2o2answer] people in the local community?,This is highly contextual,,Bruno Olsson,DLC,4,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
